Time (s),Pitch (deg),Velocity (m/s)
1.2458,-9.8446,-0.5992
1.2500,-9.8310,-0.5834
1.2542,-9.8300,-0.5884
1.2583,-9.8324,-0.5926
1.2625,-9.8333,-0.5966
1.2667,-9.8302,-0.6005
1.2708,-9.8220,-0.6046
1.2750,-9.8090,-0.5886
1.2792,-9.8084,-0.5937
1.2833,-9.8108,-0.5990
1.2875,-9.8103,-0.6026
1.2917,-9.8050,-0.6064
1.2958,-9.7944,-0.6103
1.3000,-9.7791,-0.5940
1.3042,-9.7768,-0.5992
1.3083,-9.7777,-0.6032
1.3125,-9.7771,-0.6070
1.3167,-9.7725,-0.6108
1.3208,-9.7629,-0.6147
1.3250,-9.7485,-0.6189
1.3292,-9.7287,-0.6012
1.3333,-9.7237,-0.6067
1.3375,-9.7233,-0.6112
1.3417,-9.7223,-0.6154
1.3458,-9.7181,-0.6195
1.3500,-9.7096,-0.6238
1.3542,-9.6957,-0.6076
1.3583,-9.6943,-0.6128
1.3625,-9.6963,-0.6172
1.3667,-9.6970,-0.6213
1.3708,-9.6939,-0.6255
1.3750,-9.6859,-0.6297
1.3792,-9.6720,-0.6133
1.3833,-9.6704,-0.6185
1.3875,-9.6721,-0.6230
1.3917,-9.6722,-0.6271
1.3958,-9.6685,-0.6313
1.4000,-9.6599,-0.6356
1.4042,-9.6454,-0.6191
1.4083,-9.6431,-0.6244
1.4125,-9.6441,-0.6289
1.4167,-9.6436,-0.6331
1.4208,-9.6393,-0.6373
1.4250,-9.6302,-0.6416
1.4292,-9.6151,-0.6250
1.4333,-9.6123,-0.6304
1.4375,-9.6129,-0.6350
1.4417,-9.6120,-0.6392
1.4458,-9.6074,-0.6435
1.4500,-9.5983,-0.6270
1.4542,-9.6014,-0.6322
1.4583,-9.6075,-0.6365
1.4625,-9.6115,-0.6405
1.4667,-9.6104,-0.6452
1.4708,-9.6023,-0.6496
1.4750,-9.5878,-0.6311
1.4792,-9.5863,-0.6374
1.4833,-9.5872,-0.6422
1.4875,-9.5856,-0.6461
1.4917,-9.5793,-0.6501
1.4958,-9.5677,-0.6542
1.5000,-9.5508,-0.6356
1.5042,-9.5480,-0.6412
1.5083,-9.5495,-0.6458
1.5125,-9.5500,-0.6502
1.5167,-9.5461,-0.6553
1.5208,-9.5361,-0.6594
1.5250,-9.5198,-0.6407
1.5292,-9.5170,-0.6463
1.5333,-9.5184,-0.6509
1.5375,-9.5187,-0.6552
1.5417,-9.5153,-0.6594
1.5458,-9.5070,-0.6641
1.5500,-9.4921,-0.6466
1.5542,-9.4897,-0.6521
1.5583,-9.4907,-0.6567
1.5625,-9.4905,-0.6611
1.5667,-9.4865,-0.6654
1.5708,-9.4777,-0.6485
1.5750,-9.4810,-0.6538
1.5792,-9.4873,-0.6583
1.5833,-9.4915,-0.6624
1.5875,-9.4907,-0.6672
1.5917,-9.4832,-0.6718
1.5958,-9.4683,-0.6528
1.6000,-9.4662,-0.6583
1.6042,-9.4676,-0.6630
1.6083,-9.4676,-0.6673
1.6125,-9.4636,-0.6717
1.6167,-9.4541,-0.6770
1.6208,-9.4371,-0.6580
1.6250,-9.4331,-0.6637
1.6292,-9.4330,-0.6684
1.6333,-9.4318,-0.6729
1.6375,-9.4271,-0.6773
1.6417,-9.4176,-0.6601
1.6458,-9.4201,-0.6656
1.6500,-9.4257,-0.6702
1.6542,-9.4293,-0.6744
1.6583,-9.4283,-0.6787
1.6625,-9.4213,-0.6836
1.6667,-9.4069,-0.6652
1.6708,-9.4045,-0.6707
1.6750,-9.4054,-0.6755
1.6792,-9.4047,-0.6799
1.6833,-9.4002,-0.6843
1.6875,-9.3906,-0.6670
1.6917,-9.3930,-0.6724
1.6958,-9.3983,-0.6770
1.7000,-9.4012,-0.6821
1.7042,-9.3985,-0.6867
1.7083,-9.3889,-0.6909
1.7125,-9.3724,-0.6715
1.7167,-9.3689,-0.6772
1.7208,-9.3692,-0.6821
1.7250,-9.3684,-0.6865
1.7292,-9.3639,-0.6910
1.7333,-9.3546,-0.6736
1.7375,-9.3573,-0.6791
1.7417,-9.3629,-0.6838
1.7458,-9.3661,-0.6893
1.7500,-9.3632,-0.6934
1.7542,-9.3537,-0.6976
1.7583,-9.3371,-0.6781
1.7625,-9.3336,-0.6839
1.7667,-9.3341,-0.6888
1.7708,-9.3334,-0.6933
1.7750,-9.3290,-0.6978
1.7792,-9.3196,-0.6802
1.7833,-9.3221,-0.6858
1.7875,-9.3276,-0.6905
1.7917,-9.3310,-0.6949
1.7958,-9.3294,-0.6999
1.8000,-9.3211,-0.7047
1.8042,-9.3049,-0.6851
1.8083,-9.3012,-0.6909
1.8125,-9.3011,-0.6958
1.8167,-9.2999,-0.7004
1.8208,-9.2951,-0.7049
1.8250,-9.2848,-0.6873
1.8292,-9.2864,-0.6929
1.8333,-9.2909,-0.6977
1.8375,-9.2935,-0.7022
1.8417,-9.2916,-0.7066
1.8458,-9.2843,-0.6889
1.8500,-9.2884,-0.6945
1.8542,-9.2949,-0.6995
1.8583,-9.2983,-0.7049
1.8625,-9.2952,-0.7090
1.8667,-9.2854,-0.7133
1.8708,-9.2682,-0.6934
1.8750,-9.2640,-0.6993
1.8792,-9.2636,-0.7043
1.8833,-9.2620,-0.7090
1.8875,-9.2569,-0.7135
1.8917,-9.2464,-0.6958
1.8958,-9.2479,-0.7015
1.9000,-9.2522,-0.7063
1.9042,-9.2547,-0.7108
1.9083,-9.2526,-0.7153
1.9125,-9.2450,-0.6974
1.9167,-9.2488,-0.7030
1.9208,-9.2546,-0.7088
1.9250,-9.2569,-0.7135
1.9292,-9.2531,-0.7177
1.9333,-9.2429,-0.7220
1.9375,-9.2253,-0.7020
1.9417,-9.2207,-0.7080
1.9458,-9.2201,-0.7130
1.9500,-9.2184,-0.7178
1.9542,-9.2133,-0.7224
1.9583,-9.2026,-0.7045
1.9625,-9.2038,-0.7103
1.9667,-9.2078,-0.7152
1.9708,-9.2100,-0.7198
1.9750,-9.2079,-0.7243
1.9792,-9.2000,-0.7064
1.9833,-9.2032,-0.7121
1.9875,-9.2090,-0.7169
1.9917,-9.2123,-0.7214
1.9958,-9.2108,-0.7259
2.0000,-9.2033,-0.7077
2.0042,-9.2069,-0.7135
2.0083,-9.2119,-0.7197
2.0125,-9.2128,-0.7240
2.0167,-9.2078,-0.7282
2.0208,-9.1966,-0.7327
2.0250,-9.1782,-0.7125
2.0292,-9.1729,-0.7186
2.0333,-9.1715,-0.7238
2.0375,-9.1693,-0.7286
2.0417,-9.1638,-0.7333
2.0458,-9.1525,-0.7152
2.0500,-9.1530,-0.7211
2.0542,-9.1564,-0.7261
2.0583,-9.1581,-0.7308
2.0625,-9.1557,-0.7354
2.0667,-9.1471,-0.7173
2.0708,-9.1496,-0.7231
2.0750,-9.1546,-0.7281
2.0792,-9.1574,-0.7327
2.0833,-9.1556,-0.7373
2.0875,-9.1476,-0.7191
2.0917,-9.1505,-0.7249
2.0958,-9.1558,-0.7298
2.1000,-9.1586,-0.7344
2.1042,-9.1565,-0.7390
2.1083,-9.1482,-0.7206
2.1125,-9.1509,-0.7264
2.1167,-9.1558,-0.7313
2.1208,-9.1578,-0.7367
2.1250,-9.1547,-0.7417
2.1292,-9.1443,-0.7212
2.1333,-9.1437,-0.7278
2.1375,-9.1458,-0.7335
2.1417,-9.1448,-0.7379
2.1458,-9.1387,-0.7424
2.1500,-9.1272,-0.7230
2.1542,-9.1250,-0.7297
2.1583,-9.1260,-0.7342
2.1625,-9.1252,-0.7387
2.1667,-9.1202,-0.7432
2.1708,-9.1102,-0.7477
2.1750,-9.0933,-0.7273
2.1792,-9.0896,-0.7334
2.1833,-9.0900,-0.7387
2.1875,-9.0895,-0.7435
2.1917,-9.0858,-0.7483
2.1958,-9.0761,-0.7301
2.2000,-9.0777,-0.7360
2.2042,-9.0822,-0.7411
2.2083,-9.0849,-0.7459
2.2125,-9.0835,-0.7506
2.2167,-9.0754,-0.7323
2.2208,-9.0781,-0.7382
2.2250,-9.0832,-0.7433
2.2292,-9.0860,-0.7481
2.2333,-9.0845,-0.7528
2.2375,-9.0762,-0.7344
2.2417,-9.0785,-0.7403
2.2458,-9.0832,-0.7454
2.2500,-9.0855,-0.7502
2.2542,-9.0832,-0.7549
2.2583,-9.0744,-0.7364
2.2625,-9.0763,-0.7424
2.2667,-9.0804,-0.7475
2.2708,-9.0822,-0.7523
2.2750,-9.0795,-0.7570
2.2792,-9.0700,-0.7385
2.2833,-9.0714,-0.7444
2.2875,-9.0750,-0.7496
2.2917,-9.0762,-0.7543
2.2958,-9.0728,-0.7591
2.3000,-9.0629,-0.7405
2.3042,-9.0639,-0.7465
2.3083,-9.0670,-0.7516
2.3125,-9.0679,-0.7564
2.3167,-9.0642,-0.7612
2.3208,-9.0541,-0.7426
2.3250,-9.0548,-0.7486
2.3292,-9.0578,-0.7538
2.3333,-9.0586,-0.7586
2.3375,-9.0548,-0.7633
2.3417,-9.0445,-0.7447
2.3458,-9.0450,-0.7507
2.3500,-9.0477,-0.7559
2.3542,-9.0482,-0.7607
2.3583,-9.0443,-0.7655
2.3625,-9.0339,-0.7469
2.3667,-9.0344,-0.7529
2.3708,-9.0372,-0.7581
2.3750,-9.0378,-0.7630
2.3792,-9.0340,-0.7677
2.3833,-9.0236,-0.7491
2.3875,-9.0240,-0.7551
2.3917,-9.0268,-0.7603
2.3958,-9.0273,-0.7652
2.4000,-9.0235,-0.7700
2.4042,-9.0131,-0.7513
2.4083,-9.0134,-0.7574
2.4125,-9.0161,-0.7627
2.4167,-9.0166,-0.7676
2.4208,-9.0129,-0.7724
2.4250,-9.0025,-0.7537
2.4292,-9.0028,-0.7598
2.4333,-9.0056,-0.7651
2.4375,-9.0062,-0.7700
2.4417,-9.0027,-0.7749
2.4458,-8.9923,-0.7562
2.4500,-8.9925,-0.7623
2.4542,-8.9951,-0.7676
2.4583,-8.9956,-0.7726
2.4625,-8.9920,-0.7539
2.4667,-9.0001,-0.7601
2.4708,-9.0103,-0.7652
2.4750,-9.0175,-0.7699
2.4792,-9.0190,-0.7745
2.4833,-9.0139,-0.7556
2.4875,-9.0169,-0.7619
2.4917,-9.0197,-0.7681
2.4958,-9.0202,-0.7729
2.5000,-9.0145,-0.7774
2.5042,-9.0021,-0.7560
2.5083,-9.0023,-0.7623
2.5125,-9.0032,-0.7686
2.5167,-9.0015,-0.7739
2.5208,-8.9945,-0.7784
2.5250,-8.9815,-0.7572
2.5292,-8.9814,-0.7635
2.5333,-8.9848,-0.7690
2.5375,-8.9873,-0.7748
2.5417,-8.9862,-0.7802
2.5458,-8.9765,-0.7585
2.5500,-8.9783,-0.7647
2.5542,-8.9827,-0.7699
2.5583,-8.9847,-0.7747
2.5625,-8.9851,-0.7803
2.5667,-8.9770,-0.7602
2.5708,-8.9793,-0.7663
2.5750,-8.9834,-0.7714
2.5792,-8.9848,-0.7763
2.5833,-8.9821,-0.7815
2.5875,-8.9719,-0.7619
2.5917,-8.9724,-0.7680
2.5958,-8.9752,-0.7733
2.6000,-8.9758,-0.7782
2.6042,-8.9720,-0.7830
2.6083,-8.9614,-0.7641
2.6125,-8.9614,-0.7703
2.6167,-8.9637,-0.7756
2.6208,-8.9639,-0.7806
2.6250,-8.9600,-0.7854
2.6292,-8.9491,-0.7666
2.6333,-8.9489,-0.7728
2.6375,-8.9510,-0.7782
2.6417,-8.9512,-0.7832
2.6458,-8.9472,-0.7644
2.6500,-8.9548,-0.7706
2.6542,-8.9646,-0.7758
2.6583,-8.9714,-0.7806
2.6625,-8.9727,-0.7853
2.6667,-8.9671,-0.7661
2.6708,-8.9716,-0.7722
2.6750,-8.9773,-0.7774
2.6792,-8.9819,-0.7831
2.6833,-8.9848,-0.7887
2.6875,-8.9772,-0.7670
2.6917,-8.9792,-0.7731
2.6958,-8.9825,-0.7783
2.7000,-8.9835,-0.7839
2.7042,-8.9825,-0.7894
2.7083,-8.9720,-0.7682
2.7125,-8.9716,-0.7744
2.7167,-8.9730,-0.7797
2.7208,-8.9718,-0.7846
2.7250,-8.9661,-0.7895
2.7292,-8.9537,-0.7705
2.7333,-8.9520,-0.7767
2.7375,-8.9525,-0.7821
2.7417,-8.9509,-0.7871
2.7458,-8.9454,-0.7921
2.7500,-8.9330,-0.7732
2.7542,-8.9311,-0.7794
2.7583,-8.9317,-0.7848
2.7625,-8.9306,-0.7899
2.7667,-8.9253,-0.7709
2.7708,-8.9313,-0.7772
2.7750,-8.9396,-0.7825
2.7792,-8.9452,-0.7873
2.7833,-8.9457,-0.7921
2.7875,-8.9393,-0.7729
2.7917,-8.9430,-0.7791
2.7958,-8.9482,-0.7843
2.8000,-8.9510,-0.7895
2.8042,-8.9519,-0.7951
2.8083,-8.9435,-0.7744
2.8125,-8.9449,-0.7805
2.8167,-8.9477,-0.7858
2.8208,-8.9476,-0.7908
2.8250,-8.9457,-0.7963
2.8292,-8.9351,-0.7762
2.8333,-8.9344,-0.7824
2.8375,-8.9355,-0.7878
2.8417,-8.9341,-0.7928
2.8458,-8.9287,-0.7738
2.8500,-8.9345,-0.7801
2.8542,-8.9407,-0.7863
2.8583,-8.9447,-0.7918
2.8625,-8.9419,-0.7964
2.8667,-8.9317,-0.7746
2.8708,-8.9325,-0.7809
2.8750,-8.9335,-0.7871
2.8792,-8.9331,-0.7928
2.8833,-8.9270,-0.7977
2.8875,-8.9140,-0.7756
2.8917,-8.9115,-0.7821
2.8958,-8.9129,-0.7874
2.9000,-8.9130,-0.7927
2.9042,-8.9116,-0.7983
2.9083,-8.9025,-0.7778
2.9125,-8.9039,-0.7841
2.9167,-8.9075,-0.7894
2.9208,-8.9090,-0.7944
2.9250,-8.9062,-0.7993
2.9292,-8.8964,-0.7802
2.9333,-8.8964,-0.7864
2.9375,-8.8987,-0.7918
2.9417,-8.8991,-0.7969
2.9458,-8.8951,-0.7778
2.9500,-8.9019,-0.7841
2.9542,-8.9110,-0.7893
2.9583,-8.9172,-0.7942
2.9625,-8.9215,-0.7997
2.9667,-8.9172,-0.7795
2.9708,-8.9223,-0.7856
2.9750,-8.9283,-0.7909
2.9792,-8.9330,-0.7966
2.9833,-8.9361,-0.8021
2.9875,-8.9282,-0.7805
2.9917,-8.9296,-0.7867
2.9958,-8.9322,-0.7920
3.0000,-8.9316,-0.7970
3.0042,-8.9261,-0.8021
3.0083,-8.9134,-0.7826
3.0125,-8.9100,-0.7889
3.0167,-8.9092,-0.7943
3.0208,-8.9067,-0.7994
3.0250,-8.9004,-0.7803
3.0292,-8.9043,-0.7867
3.0333,-8.9108,-0.7919
3.0375,-8.9164,-0.7977
3.0417,-8.9204,-0.8032
3.0458,-8.9146,-0.7817
3.0500,-8.9185,-0.7879
3.0542,-8.9236,-0.7931
3.0583,-8.9274,-0.7988
3.0625,-8.9296,-0.8044
3.0667,-8.9214,-0.7830
3.0708,-8.9225,-0.7892
3.0750,-8.9248,-0.7946
3.0792,-8.9240,-0.7996
3.0833,-8.9199,-0.8050
3.0875,-8.9077,-0.7850
3.0917,-8.9044,-0.7914
3.0958,-8.9035,-0.7968
3.1000,-8.9008,-0.8019
3.1042,-8.8942,-0.7827
3.1083,-8.8973,-0.7892
3.1125,-8.9032,-0.7944
3.1167,-8.9068,-0.7994
3.1208,-8.9086,-0.8050
3.1250,-8.9022,-0.7847
3.1292,-8.9055,-0.7909
3.1333,-8.9100,-0.7962
3.1375,-8.9135,-0.8019
3.1417,-8.9152,-0.8074
3.1458,-8.9065,-0.7861
3.1500,-8.9070,-0.7923
3.1542,-8.9088,-0.7977
3.1583,-8.9078,-0.8028
3.1625,-8.9023,-0.8078
3.1667,-8.8897,-0.7886
3.1708,-8.8854,-0.7950
3.1750,-8.8840,-0.8004
3.1792,-8.8812,-0.8056
3.1833,-8.8744,-0.7864
3.1875,-8.8767,-0.7929
3.1917,-8.8821,-0.7981
3.1958,-8.8855,-0.8032
3.2000,-8.8845,-0.8081
3.2042,-8.8769,-0.7888
3.2083,-8.8784,-0.7951
3.2125,-8.8819,-0.8004
3.2167,-8.8830,-0.8055
3.2208,-8.8803,-0.8105
3.2250,-8.8704,-0.7912
3.2292,-8.8689,-0.7975
3.2333,-8.8699,-0.8029
3.2375,-8.8691,-0.8081
3.2417,-8.8642,-0.7888
3.2458,-8.8685,-0.7952
3.2500,-8.8755,-0.8004
3.2542,-8.8804,-0.8056
3.2583,-8.8836,-0.8111
3.2625,-8.8782,-0.7906
3.2667,-8.8819,-0.7968
3.2708,-8.8868,-0.8021
3.2750,-8.8905,-0.8078
3.2792,-8.8925,-0.8133
3.2833,-8.8843,-0.7922
3.2875,-8.8845,-0.7984
3.2917,-8.8862,-0.8038
3.2958,-8.8852,-0.8089
3.3000,-8.8798,-0.7895
3.3042,-8.8835,-0.7959
3.3083,-8.8873,-0.8020
3.3125,-8.8896,-0.8076
3.3167,-8.8885,-0.8129
3.3208,-8.8791,-0.7905
3.3250,-8.8785,-0.7970
3.3292,-8.8808,-0.8023
3.3333,-8.8822,-0.8081
3.3375,-8.8820,-0.8136
3.3417,-8.8727,-0.7924
3.3458,-8.8719,-0.7987
3.3500,-8.8733,-0.8041
3.3542,-8.8726,-0.8092
3.3583,-8.8679,-0.7899
3.3625,-8.8663,-0.7969
3.3667,-8.8635,-0.8026
3.3708,-8.8592,-0.8082
3.3750,-8.8520,-0.8133
3.3792,-8.8395,-0.7903
3.3833,-8.8359,-0.7971
3.3875,-8.8335,-0.8030
3.3917,-8.8299,-0.8086
3.3958,-8.8244,-0.8141
3.4000,-8.8130,-0.7919
3.4042,-8.8105,-0.7985
3.4083,-8.8130,-0.8038
3.4125,-8.8154,-0.8090
