Time (s),Pitch (deg),Velocity (m/s)
0.4042,-7.1641,0.0682
0.4083,-7.1746,0.0660
0.4125,-7.1809,0.0650
0.4167,-7.1855,0.0637
0.4208,-7.1880,0.0625
0.4250,-7.1888,0.0614
0.4292,-7.1879,0.0602
0.4333,-7.1855,0.0591
0.4375,-7.1817,0.0580
0.4417,-7.1766,0.0569
0.4458,-7.1703,0.0559
0.4500,-7.1630,0.0549
0.4542,-7.1546,0.0539
0.4583,-7.1454,0.0529
0.4625,-7.1353,0.0519
0.4667,-7.1246,0.0510
0.4708,-7.1132,0.0501
0.4750,-7.1012,0.0492
0.4792,-7.0888,0.0483
0.4833,-7.0759,0.0475
0.4875,-7.0626,0.0466
0.4917,-7.0490,0.0458
0.4958,-7.0351,0.0450
0.5000,-7.0210,0.0443
0.5042,-7.0068,0.0435
0.5083,-6.9924,0.0428
0.5125,-6.9779,0.0421
0.5167,-6.9633,0.0414
0.5208,-6.9487,0.0407
0.5250,-6.9341,0.0400
0.5292,-6.9195,0.0394
0.5333,-6.9049,0.0388
0.5375,-6.8905,0.0382
0.5417,-6.8761,0.0376
0.5458,-6.8618,0.0370
0.5500,-6.8477,0.0365
0.5542,-6.8338,0.0360
0.5583,-6.8200,0.0355
0.5625,-6.8063,0.0350
0.5667,-6.7929,0.0345
0.5708,-6.7797,0.0340
0.5750,-6.7667,0.0336
0.5792,-6.7539,0.0332
0.5833,-6.7414,0.0327
0.5875,-6.7291,0.0323
0.5917,-6.7170,0.0320
0.5958,-6.7052,0.0316
0.6000,-6.6937,0.0312
0.6042,-6.6824,0.0309
0.6083,-6.6714,0.0306
0.6125,-6.6607,0.0303
0.6167,-6.6503,0.0300
0.6208,-6.6402,0.0297
0.6250,-6.6303,0.0295
0.6292,-6.6208,0.0292
0.6333,-6.6115,0.0290
0.6375,-6.6025,0.0288
0.6417,-6.5939,0.0286
0.6458,-6.5855,0.0284
0.6500,-6.5775,0.0283
0.6542,-6.5697,0.0281
0.6583,-6.5622,0.0280
0.6625,-6.5551,0.0278
0.6667,-6.5483,0.0277
0.6708,-6.5417,0.0276
0.6750,-6.5355,0.0276
0.6792,-6.5296,0.0275
0.6833,-6.5240,0.0274
0.6875,-6.5187,0.0274
0.6917,-6.5137,0.0274
0.6958,-6.5091,0.0274
0.7000,-6.5047,0.0274
0.7042,-6.5007,0.0274
0.7083,-6.4969,0.0275
0.7125,-6.4935,0.0275
0.7167,-6.4904,0.0276
0.7208,-6.4876,0.0277
0.7250,-6.4851,0.0278
0.7292,-6.4830,0.0279
0.7333,-6.4812,0.0280
0.7375,-6.4796,0.0282
0.7417,-6.4785,0.0283
0.7458,-6.4776,0.0285
0.7500,-6.4770,0.0287
0.7542,-6.4768,0.0289
0.7583,-6.4769,0.0292
0.7625,-6.4773,0.0294
0.7667,-6.4781,0.0297
0.7708,-6.4792,0.0299
0.7750,-6.4806,0.0302
0.7792,-6.4823,0.0306
0.7833,-6.4844,0.0309
0.7875,-6.4868,0.0312
0.7917,-6.4896,0.0316
0.7958,-6.4927,0.0320
0.8000,-6.4961,0.0324
0.8042,-6.4999,0.0328
0.8083,-6.5041,0.0333
0.8125,-6.5086,0.0337
0.8167,-6.5134,0.0342
0.8208,-6.5186,0.0347
0.8250,-6.5242,0.0352
0.8292,-6.5301,0.0358
0.8333,-6.5364,0.0363
0.8375,-6.5431,0.0369
0.8417,-6.5501,0.0375
0.8458,-6.5576,0.0382
0.8500,-6.5654,0.0388
0.8542,-6.5736,0.0395
0.8583,-6.5821,0.0402
0.8625,-6.5911,0.0409
0.8667,-6.6005,0.0417
0.8708,-6.6102,0.0424
0.8750,-6.6204,0.0432
0.8792,-6.6310,0.0441
0.8833,-6.6420,0.0449
0.8875,-6.6534,0.0458
0.8917,-6.6670,0.0440
0.8958,-6.6769,0.0431
0.9000,-6.6847,0.0420
0.9042,-6.6906,0.0410
0.9083,-6.6945,0.0400
0.9125,-6.6967,0.0390
0.9167,-6.6973,0.0380
0.9208,-6.6964,0.0371
0.9250,-6.6941,0.0361
0.9292,-6.6905,0.0352
0.9333,-6.6858,0.0343
0.9375,-6.6800,0.0333
0.9417,-6.6732,0.0324
0.9458,-6.6655,0.0315
0.9500,-6.6570,0.0306
0.9542,-6.6477,0.0298
0.9583,-6.6378,0.0289
0.9625,-6.6272,0.0280
0.9667,-6.6161,0.0272
0.9708,-6.6045,0.0264
0.9750,-6.5924,0.0255
0.9792,-6.5799,0.0247
0.9833,-6.5671,0.0239
0.9875,-6.5539,0.0231
0.9917,-6.5404,0.0223
0.9958,-6.5267,0.0216
1.0000,-6.5128,0.0208
1.0042,-6.4986,0.0200
1.0083,-6.4843,0.0193
1.0125,-6.4698,0.0185
1.0167,-6.4551,0.0178
1.0208,-6.4404,0.0170
1.0250,-6.4256,0.0163
1.0292,-6.4107,0.0156
1.0333,-6.3957,0.0148
1.0375,-6.3807,0.0141
1.0417,-6.3656,0.0134
1.0458,-6.3505,0.0127
1.0500,-6.3354,0.0120
1.0542,-6.3203,0.0113
1.0583,-6.3051,0.0106
1.0625,-6.2900,0.0099
1.0667,-6.2749,0.0092
1.0708,-6.2598,0.0085
1.0750,-6.2446,0.0078
1.0792,-6.2295,0.0072
1.0833,-6.2145,0.0065
1.0875,-6.1994,0.0058
1.0917,-6.1843,0.0051
1.0958,-6.1693,0.0044
1.1000,-6.1543,0.0037
1.1042,-6.1393,0.0031
1.1083,-6.1243,0.0024
1.1125,-6.1094,0.0017
1.1167,-6.0944,0.0010
1.1208,-6.0795,0.0003
1.1250,-6.0645,-0.0004
1.1292,-6.0496,-0.0011
1.1333,-6.0347,-0.0018
1.1375,-6.0197,-0.0025
1.1417,-6.0048,-0.0032
1.1458,-5.9898,-0.0039
1.1500,-5.9748,-0.0046
1.1542,-5.9598,-0.0053
1.1583,-5.9448,-0.0060
1.1625,-5.9297,-0.0067
1.1667,-5.9146,-0.0075
1.1708,-5.8995,-0.0082
1.1750,-5.8843,-0.0090
1.1792,-5.8690,-0.0097
1.1833,-5.8537,-0.0105
1.1875,-5.8383,-0.0112
1.1917,-5.8229,-0.0120
1.1958,-5.8074,-0.0128
1.2000,-5.7917,-0.0136
1.2042,-5.7760,-0.0144
1.2083,-5.7586,-0.0128
1.2125,-5.7449,-0.0116
1.2167,-5.7341,-0.0105
1.2208,-5.7257,-0.0093
1.2250,-5.7197,-0.0081
1.2292,-5.7159,-0.0070
1.2333,-5.7142,-0.0058
1.2375,-5.7145,-0.0046
1.2417,-5.7166,-0.0035
1.2458,-5.7204,-0.0023
1.2500,-5.7258,-0.0011
1.2542,-5.7327,0.0001
1.2583,-5.7410,0.0013
1.2625,-5.7506,0.0026
1.2667,-5.7615,0.0038
1.2708,-5.7734,0.0050
1.2750,-5.7865,0.0063
1.2792,-5.8006,0.0075
1.2833,-5.8171,0.0064
1.2875,-5.8306,0.0057
1.2917,-5.8421,0.0051
1.2958,-5.8517,0.0044
1.3000,-5.8595,0.0037
1.3042,-5.8656,0.0030
1.3083,-5.8701,0.0023
1.3125,-5.8732,0.0015
1.3167,-5.8750,0.0008
1.3208,-5.8755,0.0001
1.3250,-5.8748,-0.0006
1.3292,-5.8730,-0.0014
1.3333,-5.8702,-0.0021
1.3375,-5.8664,-0.0029
1.3417,-5.8617,-0.0036
1.3458,-5.8562,-0.0044
1.3500,-5.8499,-0.0052
1.3542,-5.8429,-0.0059
1.3583,-5.8351,-0.0067
1.3625,-5.8267,-0.0075
1.3667,-5.8172,-0.0077
1.3708,-5.8070,-0.0062
1.3750,-5.8000,-0.0051
1.3792,-5.7952,-0.0039
1.3833,-5.7925,-0.0028
1.3875,-5.7919,-0.0016
1.3917,-5.7931,-0.0004
1.3958,-5.7961,0.0008
1.4000,-5.8008,0.0020
1.4042,-5.8070,0.0032
1.4083,-5.8147,0.0044
1.4125,-5.8253,0.0033
1.4167,-5.8334,0.0026
1.4208,-5.8398,0.0019
1.4250,-5.8445,0.0011
1.4292,-5.8477,0.0004
1.4333,-5.8495,-0.0004
1.4375,-5.8500,-0.0011
1.4417,-5.8493,-0.0019
1.4458,-5.8475,-0.0026
1.4500,-5.8445,-0.0034
1.4542,-5.8406,-0.0042
1.4583,-5.8355,-0.0049
1.4625,-5.8282,-0.0034
1.4667,-5.8240,-0.0023
1.4708,-5.8219,-0.0011
1.4750,-5.8217,0.0001
1.4792,-5.8235,0.0013
1.4833,-5.8269,0.0025
1.4875,-5.8325,0.0028
1.4917,-5.8393,0.0018
1.4958,-5.8440,0.0011
1.5000,-5.8472,0.0004
1.5042,-5.8490,-0.0004
1.5083,-5.8495,-0.0012
1.5125,-5.8488,-0.0019
1.5167,-5.8469,-0.0027
1.5208,-5.8439,-0.0035
1.5250,-5.8385,-0.0023
1.5292,-5.8353,-0.0011
1.5333,-5.8343,0.0001
1.5375,-5.8352,0.0013
1.5417,-5.8383,0.0016
1.5458,-5.8428,0.0007
1.5500,-5.8454,-0.0001
1.5542,-5.8467,-0.0008
1.5583,-5.8466,-0.0016
1.5625,-5.8452,-0.0024
1.5667,-5.8414,-0.0011
1.5708,-5.8398,0.0000
1.5750,-5.8403,0.0010
1.5792,-5.8431,0.0006
1.5833,-5.8453,-0.0003
1.5875,-5.8459,-0.0009
1.5917,-5.8453,-0.0009
1.5958,-5.8444,-0.0005
1.6000,-5.8444,-0.0002
1.6042,-5.8449,-0.0001
1.6083,-5.8454,-0.0000
1.6125,-5.8461,-0.0002
1.6167,-5.8466,-0.0003
1.6208,-5.8468,-0.0003
1.6250,-5.8468,-0.0003
1.6292,-5.8469,-0.0002
1.6333,-5.8472,-0.0002
1.6375,-5.8475,-0.0002
1.6417,-5.8479,-0.0002
1.6458,-5.8481,-0.0002
1.6500,-5.8483,-0.0002
1.6542,-5.8485,-0.0002
1.6583,-5.8487,-0.0002
1.6625,-5.8489,-0.0002
1.6667,-5.8491,-0.0002
1.6708,-5.8493,-0.0002
1.6750,-5.8495,-0.0002
1.6792,-5.8497,-0.0001
1.6833,-5.8499,-0.0001
1.6875,-5.8500,-0.0001
1.6917,-5.8502,-0.0001
1.6958,-5.8504,-0.0001
1.7000,-5.8506,-0.0001
1.7042,-5.8507,-0.0001
1.7083,-5.8509,-0.0001
1.7125,-5.8510,-0.0001
1.7167,-5.8512,-0.0001
1.7208,-5.8513,-0.0001
1.7250,-5.8515,-0.0001
1.7292,-5.8516,-0.0001
1.7333,-5.8517,-0.0001
1.7375,-5.8519,-0.0001
1.7417,-5.8520,-0.0001
1.7458,-5.8521,-0.0001
1.7500,-5.8522,-0.0001
1.7542,-5.8524,-0.0001
1.7583,-5.8525,-0.0001
1.7625,-5.8526,-0.0001
1.7667,-5.8527,-0.0001
1.7708,-5.8528,-0.0000
1.7750,-5.8529,-0.0000
1.7792,-5.8530,-0.0000
1.7833,-5.8531,-0.0000
1.7875,-5.8532,-0.0000
1.7917,-5.8533,-0.0000
1.7958,-5.8534,-0.0000
1.8000,-5.8535,-0.0000
1.8042,-5.8536,-0.0000
1.8083,-5.8536,-0.0000
1.8125,-5.8537,-0.0000
1.8167,-5.8538,-0.0000
1.8208,-5.8539,-0.0000
1.8250,-5.8540,-0.0000
1.8292,-5.8540,-0.0000
1.8333,-5.8541,-0.0000
1.8375,-5.8542,-0.0000
1.8417,-5.8542,-0.0000
1.8458,-5.8543,-0.0000
1.8500,-5.8544,0.0000
1.8542,-5.8544,0.0000
1.8583,-5.8545,0.0000
1.8625,-5.8546,0.0000
1.8667,-5.8546,0.0000
1.8708,-5.8547,0.0000
1.8750,-5.8547,0.0000
1.8792,-5.8548,0.0000
1.8833,-5.8548,0.0000
1.8875,-5.8549,0.0000
1.8917,-5.8549,0.0000
1.8958,-5.8550,0.0000
1.9000,-5.8550,0.0000
1.9042,-5.8551,0.0000
1.9083,-5.8551,0.0000
1.9125,-5.8552,0.0000
1.9167,-5.8552,0.0000
1.9208,-5.8553,0.0000
1.9250,-5.8553,0.0000
1.9292,-5.8553,0.0000
1.9333,-5.8554,0.0000
1.9375,-5.8554,0.0000
1.9417,-5.8555,0.0000
1.9458,-5.8555,0.0000
1.9500,-5.8555,0.0000
1.9542,-5.8556,0.0000
1.9583,-5.8556,0.0000
1.9625,-5.8556,0.0000
1.9667,-5.8557,0.0000
1.9708,-5.8557,0.0000
1.9750,-5.8557,0.0000
1.9792,-5.8558,0.0000
1.9833,-5.8558,0.0000
1.9875,-5.8558,0.0000
1.9917,-5.8558,0.0000
1.9958,-5.8559,0.0000
2.0000,-5.8559,0.0000
2.0042,-5.8559,0.0000
2.0083,-5.8559,0.0000
2.0125,-5.8560,0.0000
2.0167,-5.8560,0.0000
2.0208,-5.8560,0.0001
2.0250,-5.8560,0.0001
2.0292,-5.8561,0.0001
2.0333,-5.8561,0.0001
2.0375,-5.8561,0.0001
2.0417,-5.8561,0.0001
2.0458,-5.8561,0.0001
2.0500,-5.8562,0.0001
2.0542,-5.8562,0.0001
2.0583,-5.8562,0.0001
2.0625,-5.8562,0.0001
2.0667,-5.8562,0.0001
2.0708,-5.8562,0.0001
2.0750,-5.8563,0.0001
2.0792,-5.8563,0.0001
2.0833,-5.8563,0.0001
2.0875,-5.8563,0.0001
2.0917,-5.8563,0.0001
2.0958,-5.8563,0.0001
2.1000,-5.8564,0.0001
2.1042,-5.8564,0.0001
2.1083,-5.8564,0.0001
2.1125,-5.8564,0.0001
2.1167,-5.8564,0.0001
2.1208,-5.8564,0.0001
2.1250,-5.8564,0.0001
2.1292,-5.8564,0.0001
2.1333,-5.8565,0.0001
2.1375,-5.8565,0.0001
2.1417,-5.8565,0.0001
2.1458,-5.8565,0.0001
2.1500,-5.8565,0.0001
2.1542,-5.8565,0.0001
2.1583,-5.8565,0.0001
2.1625,-5.8565,0.0001
2.1667,-5.8565,0.0001
2.1708,-5.8565,0.0001
2.1750,-5.8566,0.0001
2.1792,-5.8566,0.0001
2.1833,-5.8566,0.0001
2.1875,-5.8566,0.0001
2.1917,-5.8566,0.0001
2.1958,-5.8566,0.0001
2.2000,-5.8566,0.0001
2.2042,-5.8566,0.0001
2.2083,-5.8566,0.0001
2.2125,-5.8566,0.0001
2.2167,-5.8566,0.0001
2.2208,-5.8566,0.0001
2.2250,-5.8566,0.0001
2.2292,-5.8567,0.0001
2.2333,-5.8567,0.0001
2.2375,-5.8567,0.0001
2.2417,-5.8567,0.0001
2.2458,-5.8567,0.0001
2.2500,-5.8567,0.0001
2.2542,-5.8567,0.0001
2.2583,-5.8567,0.0001
2.2625,-5.8567,0.0001
2.2667,-5.8567,0.0001
2.2708,-5.8567,0.0001
2.2750,-5.8567,0.0001
2.2792,-5.8567,0.0001
2.2833,-5.8567,0.0001
2.2875,-5.8567,0.0001
2.2917,-5.8567,0.0001
2.2958,-5.8567,0.0001
2.3000,-5.8567,0.0001
2.3042,-5.8567,0.0001
2.3083,-5.8568,0.0001
2.3125,-5.8568,0.0001
2.3167,-5.8568,0.0001
2.3208,-5.8568,0.0001
2.3250,-5.8568,0.0001
2.3292,-5.8568,0.0001
2.3333,-5.8568,0.0001
2.3375,-5.8568,0.0001
2.3417,-5.8568,0.0001
2.3458,-5.8568,0.0001
2.3500,-5.8568,0.0001
2.3542,-5.8568,0.0001
2.3583,-5.8568,0.0001
2.3625,-5.8568,0.0001
2.3667,-5.8568,0.0001
2.3708,-5.8568,0.0001
2.3750,-5.8568,0.0001
2.3792,-5.8568,0.0001
2.3833,-5.8568,0.0001
2.3875,-5.8568,0.0001
2.3917,-5.8568,0.0001
2.3958,-5.8568,0.0001
2.4000,-5.8568,0.0001
2.4042,-5.8568,0.0001
2.4083,-5.8568,0.0001
2.4125,-5.8568,0.0001
2.4167,-5.8568,0.0001
2.4208,-5.8568,0.0001
2.4250,-5.8568,0.0001
2.4292,-5.8568,0.0001
2.4333,-5.8568,0.0001
2.4375,-5.8568,0.0001
2.4417,-5.8568,0.0001
2.4458,-5.8568,0.0001
2.4500,-5.8568,0.0001
2.4542,-5.8568,0.0001
2.4583,-5.8568,0.0001
2.4625,-5.8568,0.0001
2.4667,-5.8568,0.0001
2.4708,-5.8569,0.0001
2.4750,-5.8569,0.0001
2.4792,-5.8569,0.0001
2.4833,-5.8569,0.0001
2.4875,-5.8569,0.0001
2.4917,-5.8569,0.0001
2.4958,-5.8569,0.0001
2.5000,-5.8569,0.0001
2.5042,-5.8569,0.0001
2.5083,-5.8569,0.0001
2.5125,-5.8569,0.0001
2.5167,-5.8569,0.0001
2.5208,-5.8569,0.0001
2.5250,-5.8569,0.0001
2.5292,-5.8569,0.0000
2.5333,-5.8569,0.0000
2.5375,-5.8568,0.0000
2.5417,-5.8567,0.0001
2.5458,-5.8567,0.0001
2.5500,-5.8568,0.0001
2.5542,-5.8568,0.0001
2.5583,-5.8569,0.0000
2.5625,-5.8568,0.0000
2.5667,-5.8568,0.0001
2.5708,-5.8568,0.0001
2.5750,-5.8568,0.0001
2.5792,-5.8568,0.0001
2.5833,-5.8568,0.0001
2.5875,-5.8569,0.0001
2.5917,-5.8568,0.0001
2.5958,-5.8568,0.0001
2.6000,-5.8568,0.0001
2.6042,-5.8569,0.0001
2.6083,-5.8569,0.0001
2.6125,-5.8569,0.0001
2.6167,-5.8569,0.0001
2.6208,-5.8569,0.0001
2.6250,-5.8569,0.0001
2.6292,-5.8569,0.0001
2.6333,-5.8569,0.0001
2.6375,-5.8569,0.0001
2.6417,-5.8569,0.0001
2.6458,-5.8569,0.0001
2.6500,-5.8569,0.0001
2.6542,-5.8569,0.0001
2.6583,-5.8569,0.0001
2.6625,-5.8569,0.0001
2.6667,-5.8569,0.0001
2.6708,-5.8569,0.0001
2.6750,-5.8569,0.0001
2.6792,-5.8569,0.0001
2.6833,-5.8569,0.0001
2.6875,-5.8569,0.0001
2.6917,-5.8569,0.0001
2.6958,-5.8569,0.0001
2.7000,-5.8569,0.0001
2.7042,-5.8569,0.0001
2.7083,-5.8569,0.0001
2.7125,-5.8569,0.0001
2.7167,-5.8569,0.0001
2.7208,-5.8569,0.0001
2.7250,-5.8569,0.0001
2.7292,-5.8569,0.0001
2.7333,-5.8569,0.0001
2.7375,-5.8569,0.0001
2.7417,-5.8569,0.0001
2.7458,-5.8569,0.0001
2.7500,-5.8569,0.0001
2.7542,-5.8569,0.0001
2.7583,-5.8569,0.0001
2.7625,-5.8569,0.0001
2.7667,-5.8569,0.0001
2.7708,-5.8569,0.0001
2.7750,-5.8569,0.0001
2.7792,-5.8569,0.0001
2.7833,-5.8569,0.0001
2.7875,-5.8569,0.0001
2.7917,-5.8569,0.0001
2.7958,-5.8569,0.0001
2.8000,-5.8569,0.0001
2.8042,-5.8569,0.0001
2.8083,-5.8569,0.0001
2.8125,-5.8569,0.0001
2.8167,-5.8569,0.0001
2.8208,-5.8569,0.0001
2.8250,-5.8569,0.0001
2.8292,-5.8569,0.0001
2.8333,-5.8569,0.0001
2.8375,-5.8569,0.0001
2.8417,-5.8569,0.0001
2.8458,-5.8569,0.0001
2.8500,-5.8569,0.0001
2.8542,-5.8569,0.0001
2.8583,-5.8569,0.0001
2.8625,-5.8569,0.0001
2.8667,-5.8569,0.0001
2.8708,-5.8569,0.0001
2.8750,-5.8569,0.0001
2.8792,-5.8569,0.0001
2.8833,-5.8569,0.0001
2.8875,-5.8569,0.0001
2.8917,-5.8569,0.0001
2.8958,-5.8569,0.0001
2.9000,-5.8569,0.0001
2.9042,-5.8569,0.0000
2.9083,-5.8569,0.0000
2.9125,-5.8569,0.0000
2.9167,-5.8568,0.0001
2.9208,-5.8568,0.0001
2.9250,-5.8568,0.0001
2.9292,-5.8568,0.0001
2.9333,-5.8569,0.0001
2.9375,-5.8569,0.0001
2.9417,-5.8568,0.0001
2.9458,-5.8568,0.0001
2.9500,-5.8568,0.0001
2.9542,-5.8568,0.0001
2.9583,-5.8568,0.0001
2.9625,-5.8568,0.0001
2.9667,-5.8568,0.0001
2.9708,-5.8568,0.0001
2.9750,-5.8568,0.0001
2.9792,-5.8568,0.0001
2.9833,-5.8568,0.0001
2.9875,-5.8568,0.0001
2.9917,-5.8568,0.0001
2.9958,-5.8568,0.0001
3.0000,-5.8568,0.0001
3.0042,-5.8568,0.0001
3.0083,-5.8568,0.0001
3.0125,-5.8568,0.0001
3.0167,-5.8568,0.0001
3.0208,-5.8568,0.0001
3.0250,-5.8568,0.0001
3.0292,-5.8568,0.0001
3.0333,-5.8568,0.0001
3.0375,-5.8568,0.0001
3.0417,-5.8568,0.0001
3.0458,-5.8568,0.0001
3.0500,-5.8568,0.0001
3.0542,-5.8568,0.0001
3.0583,-5.8568,0.0001
3.0625,-5.8568,0.0001
3.0667,-5.8568,0.0001
3.0708,-5.8568,0.0001
3.0750,-5.8568,0.0001
3.0792,-5.8568,0.0001
3.0833,-5.8568,0.0001
3.0875,-5.8568,0.0001
3.0917,-5.8568,0.0001
3.0958,-5.8568,0.0000
3.1000,-5.8567,0.0000
3.1042,-5.8567,0.0000
3.1083,-5.8567,0.0000
3.1125,-5.8567,0.0000
3.1167,-5.8567,0.0000
3.1208,-5.8567,0.0000
3.1250,-5.8567,0.0000
3.1292,-5.8567,0.0000
3.1333,-5.8567,0.0000
3.1375,-5.8567,0.0000
3.1417,-5.8567,0.0000
3.1458,-5.8567,0.0000
3.1500,-5.8567,0.0000
3.1542,-5.8567,0.0000
3.1583,-5.8567,0.0000
3.1625,-5.8567,0.0000
3.1667,-5.8567,0.0000
3.1708,-5.8567,0.0000
3.1750,-5.8567,0.0000
3.1792,-5.8567,0.0000
3.1833,-5.8567,0.0000
3.1875,-5.8567,0.0000
3.1917,-5.8567,0.0000
3.1958,-5.8567,0.0000
3.2000,-5.8567,0.0000
3.2042,-5.8567,0.0000
3.2083,-5.8567,0.0000
3.2125,-5.8567,0.0000
3.2167,-5.8567,0.0000
3.2208,-5.8566,0.0000
3.2250,-5.8566,0.0000
3.2292,-5.8566,0.0000
3.2333,-5.8566,0.0000
3.2375,-5.8566,0.0000
3.2417,-5.8566,0.0000
3.2458,-5.8566,0.0000
3.2500,-5.8566,0.0000
3.2542,-5.8566,0.0000
3.2583,-5.8566,0.0000
3.2625,-5.8566,0.0000
3.2667,-5.8566,0.0000
3.2708,-5.8566,0.0000
3.2750,-5.8566,0.0000
3.2792,-5.8566,0.0000
3.2833,-5.8566,0.0000
3.2875,-5.8566,0.0000
3.2917,-5.8566,0.0000
3.2958,-5.8569,-0.0003
3.3000,-5.8557,0.0008
3.3042,-5.8589,-0.0026
3.3083,-5.8495,0.0078
3.3125,-5.8619,-0.0083
3.3167,-5.8509,0.0052
3.3208,-5.8664,-0.0138
3.3250,-5.8270,0.0310
3.3292,-5.8207,-0.0153
3.3333,-5.7902,0.0271
3.3375,-5.7907,-0.0245
3.3417,-5.7575,0.0237
3.3458,-5.7646,-0.0344
3.3500,-5.7655,-0.0002
3.3542,-5.7958,-0.0401
3.3583,-5.8085,-0.0062
3.3625,-5.8049,-0.0207
3.3667,-5.7133,0.0257
3.3708,-5.6613,-0.0222
3.3750,-5.6059,0.0140
3.3792,-5.5886,-0.0320
3.3833,-5.5579,0.0151
3.3875,-5.5597,-0.0424
3.3917,-5.5422,0.0135
3.3958,-5.5675,-0.0486
3.4000,-5.4464,0.0497
3.4042,-5.3719,-0.0340
3.4083,-5.2945,0.0396
3.4125,-5.2519,-0.0431
3.4167,-5.1706,-0.0293
3.4208,-5.1318,-0.0306
3.4250,-5.1133,-0.0293
3.4292,-5.1116,-0.0283
3.4333,-5.1226,-0.0271
3.4375,-5.1430,-0.0259
3.4417,-5.1704,-0.0247
3.4458,-5.2028,-0.0235
3.4500,-5.2389,-0.0222
3.4542,-5.2777,-0.0209
3.4583,-5.3184,-0.0196
3.4625,-5.3606,-0.0183
3.4667,-5.4039,-0.0170
3.4708,-5.4481,-0.0157
3.4750,-5.4926,-0.0145
3.4792,-5.5373,-0.0132
3.4833,-5.5426,-0.0210
3.4875,-5.5301,-0.0225
3.4917,-5.5145,-0.0230
3.4958,-5.4980,-0.0236
3.5000,-5.4807,-0.0241
3.5042,-5.4624,-0.0247
3.5083,-5.4433,-0.0253
3.5125,-5.4233,-0.0260
3.5167,-5.4107,-0.0212
3.5208,-5.4061,-0.0174
3.5250,-5.4089,-0.0154
3.5292,-5.4166,-0.0148
3.5333,-5.4244,-0.0135
3.5375,-5.4337,-0.0123
3.5417,-5.4442,-0.0110
3.5458,-5.4560,-0.0098
3.5500,-5.4690,-0.0085
3.5542,-5.4830,-0.0073
3.5583,-5.4979,-0.0060
3.5625,-5.5138,-0.0048
3.5667,-5.5305,-0.0035
3.5708,-5.5479,-0.0022
3.5750,-5.5661,-0.0009
3.5792,-5.5850,0.0004
